"Prebivalci Slovenije po udeleženosti na turistiènih potovanjih (v 1000)"
"po: STAROST, MERITVE , ÈETRTLETJE"

"Starost - SKUPAJ"
" ";"Šli na turistièno potovanje (zasebno in/ali poslovno)"
" ";" ";"2015Q2";61
" ";" ";"2015Q3";83
" ";" ";"2015Q4";38
" ";" ";"2016Q1";45
" ";" ";"2016Q2";84
" ";" ";"2016Q3";88
" ";" ";"2016Q4";53

"Vir: Statistièni urad Republike Slovenije "
" "
"Podatki so ocene, pridobljene z anketo, na vzorcu, ki predstavlja "
"celotno populacijo prebivalcev Slovenije, starih 15 let ali veè. "
" "
"Seštevki se zaradi zaokroževanja vedno ne ujemajo. "
" "

"Povezane vsebine: "
" "
"- (seznam "
"HREF=http://www.stat.si/statweb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8262 target=_blank) Metodološka pojasnila "

