"Zasebna potovanja po: DESTINACIJA, VRSTA NASTANITVE, MERITVE ,"
"ÈETRTLETJE"

"Slovenija"
" ";"Hoteli in podobni objekti"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2011Q1";2.0
" ";" ";" ";"2011Q2";2.3
" ";" ";" ";"2011Q3";3.3
" ";" ";" ";"2011Q4";2.1
" ";" ";" ";"2012Q1";2.1M
" ";" ";" ";"2012Q2";1.5M
" ";" ";" ";"2012Q3";2.9
" ";" ";" ";"2012Q4";1.8
" ";" ";" ";"2013Q1";1.8M
" ";" ";" ";"2013Q2";1.8
" ";" ";" ";"2013Q3";2.3
" ";" ";" ";"2013Q4";1.6
" ";" ";" ";"2014Q1";1.9M
" ";" ";" ";"2014Q2";2.3M
" ";" ";" ";"2014Q3";3.0M
" ";" ";" ";"2014Q4";1.7
" ";" ";" ";"2015Q1";1.9M
" ";" ";" ";"2015Q2";2.3M
" ";" ";" ";"2015Q3";3.7M
" ";" ";" ";"2015Q4";1.7M
" ";" ";" ";"2016Q1";2.5M
" ";" ";" ";"2016Q2";2.0M
" ";" ";" ";"2016Q3";3.0M
" ";" ";" ";"2016Q4";1.9
" ";"Druge nenajete nastanitvene zmogljivosti"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2006Q1";N
" ";" ";" ";"2006Q2";N
" ";" ";" ";"2006Q3";N
" ";" ";" ";"2006Q4";N
" ";" ";" ";"2007Q1";N
" ";" ";" ";"2007Q2";N
" ";" ";" ";"2007Q3";N
" ";" ";" ";"2007Q4";18M
" ";" ";" ";"2008Q1";-
" ";" ";" ";"2008Q2";N
" ";" ";" ";"2008Q3";N
" ";" ";" ";"2008Q4";N
" ";" ";" ";"2009Q1";N
" ";" ";" ";"2009Q2";N
" ";" ";" ";"2009Q3";N
" ";" ";" ";"2009Q4";N
" ";" ";" ";"2010Q1";N
" ";" ";" ";"2010Q2";N
" ";" ";" ";"2010Q3";15M
" ";" ";" ";"2010Q4";N
" ";" ";" ";"2011Q1";N
" ";" ";" ";"2011Q2";23M
" ";" ";" ";"2011Q3";N
" ";" ";" ";"2011Q4";-
" ";" ";" ";"2012Q1";N
" ";" ";" ";"2012Q2";N
" ";" ";" ";"2012Q3";N
" ";" ";" ";"2012Q4";-
" ";" ";" ";"2013Q1";N
" ";" ";" ";"2013Q2";N
" ";" ";" ";"2013Q3";N
" ";" ";" ";"2013Q4";N
" ";" ";" ";"2014Q1";N
" ";" ";" ";"2014Q2";N
" ";" ";" ";"2014Q3";N
" ";" ";" ";"2014Q4";N
" ";" ";" ";"2015Q1";N
" ";" ";" ";"2015Q2";-
" ";" ";" ";"2015Q3";N
" ";" ";" ";"2015Q4";N
" ";" ";" ";"2016Q1";-
" ";" ";" ";"2016Q2";N
" ";" ";" ";"2016Q3";N
" ";" ";" ";"2016Q4";N
" ";" ";"Povpreèno število prenoèitev"
" ";" ";" ";"2006Q1";N
" ";" ";" ";"2006Q2";N
" ";" ";" ";"2006Q3";N
" ";" ";" ";"2006Q4";N
" ";" ";" ";"2007Q1";N
" ";" ";" ";"2007Q2";N
" ";" ";" ";"2007Q3";N
" ";" ";" ";"2007Q4";2.2M
" ";" ";" ";"2008Q1";-
" ";" ";" ";"2008Q2";N
" ";" ";" ";"2008Q3";N
" ";" ";" ";"2008Q4";N
" ";" ";" ";"2009Q1";N
" ";" ";" ";"2009Q2";N
" ";" ";" ";"2009Q3";N
" ";" ";" ";"2009Q4";N
" ";" ";" ";"2010Q1";N
" ";" ";" ";"2010Q2";N
" ";" ";" ";"2010Q3";1.2M
" ";" ";" ";"2010Q4";N
" ";" ";" ";"2011Q1";N
" ";" ";" ";"2011Q2";1.9M
" ";" ";" ";"2011Q3";N
" ";" ";" ";"2011Q4";-
" ";" ";" ";"2012Q1";N
" ";" ";" ";"2012Q2";N
" ";" ";" ";"2012Q3";N
" ";" ";" ";"2012Q4";-
" ";" ";" ";"2013Q1";N
" ";" ";" ";"2013Q2";N
" ";" ";" ";"2013Q3";N
" ";" ";" ";"2013Q4";N
" ";" ";" ";"2014Q1";N
" ";" ";" ";"2014Q2";N
" ";" ";" ";"2014Q3";N
" ";" ";" ";"2014Q4";N
" ";" ";" ";"2015Q1";N
" ";" ";" ";"2015Q2";-
" ";" ";" ";"2015Q3";N
" ";" ";" ";"2015Q4";N
" ";" ";" ";"2016Q1";-
" ";" ";" ";"2016Q2";N
" ";" ";" ";"2016Q3";N
" ";" ";" ";"2016Q4";N
"Tujina"
" ";"Hoteli in podobni objekti"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2006Q1";356
" ";" ";" ";"2006Q2";501
" ";" ";" ";"2006Q3";1684
" ";" ";" ";"2006Q4";394
" ";" ";" ";"2007Q1";357
" ";" ";" ";"2007Q2";662
" ";" ";" ";"2007Q3";1739
" ";" ";" ";"2007Q4";440
" ";" ";" ";"2008Q1";299
" ";" ";" ";"2008Q2";485
" ";" ";" ";"2008Q3";1318
" ";" ";" ";"2008Q4";476
" ";" ";" ";"2009Q1";328
" ";" ";" ";"2009Q2";830
" ";" ";" ";"2009Q3";1690
" ";" ";" ";"2009Q4";398
" ";" ";" ";"2010Q1";342
" ";" ";" ";"2010Q2";706
" ";" ";" ";"2010Q3";1556
" ";" ";" ";"2010Q4";457
" ";" ";" ";"2011Q1";357
" ";" ";" ";"2011Q2";590
" ";" ";" ";"2011Q3";1557
" ";" ";" ";"2011Q4";430
" ";" ";" ";"2012Q1";276M
" ";" ";" ";"2012Q2";530
" ";" ";" ";"2012Q3";1451
" ";" ";" ";"2012Q4";400
" ";" ";" ";"2013Q1";310M
" ";" ";" ";"2013Q2";679
" ";" ";" ";"2013Q3";1033
" ";" ";" ";"2013Q4";360
" ";" ";" ";"2014Q1";262M
" ";" ";" ";"2014Q2";685
" ";" ";" ";"2014Q3";1083
" ";" ";" ";"2014Q4";313
" ";" ";" ";"2015Q1";324M
" ";" ";" ";"2015Q2";668
" ";" ";" ";"2015Q3";1487
" ";" ";" ";"2015Q4";470
" ";" ";" ";"2016Q1";334M
" ";" ";" ";"2016Q2";699
" ";" ";" ";"2016Q3";1337
" ";" ";" ";"2016Q4";520
" ";" ";"Povpreèno število prenoèitev"
" ";" ";" ";"2006Q1";4.7
" ";" ";" ";"2006Q2";4.7
" ";" ";" ";"2006Q3";7.5
" ";" ";" ";"2006Q4";4.1
" ";" ";" ";"2007Q1";4.1
" ";" ";" ";"2007Q2";4.8
" ";" ";" ";"2007Q3";6.7
" ";" ";" ";"2007Q4";4.1
" ";" ";" ";"2008Q1";3.5
" ";" ";" ";"2008Q2";4.3
" ";" ";" ";"2008Q3";6.6
" ";" ";" ";"2008Q4";4.6
" ";" ";" ";"2009Q1";4.4
" ";" ";" ";"2009Q2";4.7
" ";" ";" ";"2009Q3";6.6
" ";" ";" ";"2009Q4";3.8
" ";" ";" ";"2010Q1";4.3
" ";" ";" ";"2010Q2";4.4
" ";" ";" ";"2010Q3";6.4
" ";" ";" ";"2010Q4";4.2
" ";" ";" ";"2011Q1";5.0
" ";" ";" ";"2011Q2";4.3
" ";" ";" ";"2011Q3";6.4
" ";" ";" ";"2011Q4";3.6
" ";" ";" ";"2012Q1";4.9M
" ";" ";" ";"2012Q2";4.2
" ";" ";" ";"2012Q3";6.4
" ";" ";" ";"2012Q4";4.3
" ";" ";" ";"2013Q1";3.9M
" ";" ";" ";"2013Q2";3.9
" ";" ";" ";"2013Q3";5.8
" ";" ";" ";"2013Q4";4.0
" ";" ";" ";"2014Q1";4.4M
" ";" ";" ";"2014Q2";4.1
" ";" ";" ";"2014Q3";6.2
" ";" ";" ";"2014Q4";3.3
" ";" ";" ";"2015Q1";3.4M
" ";" ";" ";"2015Q2";4.1
" ";" ";" ";"2015Q3";6.3
" ";" ";" ";"2015Q4";4.0
" ";" ";" ";"2016Q1";4.2M
" ";" ";" ";"2016Q2";3.8
" ";" ";" ";"2016Q3";6.7
" ";" ";" ";"2016Q4";4.3
" ";"Kampi"
" ";" ";"Prenoèitve (v 1000)"
" ";" ";" ";"2006Q1";N
" ";" ";" ";"2006Q2";207M
" ";" ";" ";"2006Q3";1256
" ";" ";" ";"2006Q4";48M
" ";" ";" ";"2007Q1";N
" ";" ";" ";"2007Q2";102M
" ";" ";" ";"2007Q3";1179
" ";" ";" ";"2007Q4";N
" ";" ";" ";"2008Q1";N
" ";" ";" ";"2008Q2";131M
" ";" ";" ";"2008Q3";1364
" ";" ";" ";"2008Q4";N
" ";" ";" ";"2009Q1";N
" ";" ";" ";"2009Q2";80M
" ";" ";" ";"2009Q3";947
" ";" ";" ";"2009Q4";N
" ";" ";" ";"2010Q1";N
" ";" ";" ";"2010Q2";184M
" ";" ";" ";"2010Q3";1368
" ";" ";" ";"2010Q4";N
" ";" ";" ";"2011Q1";N
" ";" ";" ";"2011Q2";176M
" ";" ";" ";"2011Q3";1292
" ";" ";" ";"2011Q4";N
" ";" ";" ";"2012Q1";-
" ";" ";" ";"2012Q2";273M
" ";" ";" ";"2012Q3";1736
" ";" ";" ";"2012Q4";N
" ";" ";" ";"2013Q1";-
" ";" ";" ";"2013Q2";296M
" ";" ";" ";"2013Q3";1906
" ";" ";" ";"2013Q4";N
" ";" ";" ";"2014Q1";N
" ";" ";" ";"2014Q2";155M
" ";" ";" ";"2014Q3";1504
" ";" ";" ";"2014Q4";N
" ";" ";" ";"2015Q1";N
" ";" ";" ";"2015Q2";357M
" ";" ";" ";"2015Q3";1542
" ";" ";" ";"2015Q4";N
" ";" ";" ";"2016Q1";N
" ";" ";" ";"2016Q2";328M
" ";" ";" ";"2016Q3";1820
" ";" ";" ";"2016Q4";N
" ";" ";"Povpreèno število prenoèitev"
" ";" ";" ";"2006Q1";N
" ";" ";" ";"2006Q2";4.0M
" ";" ";" ";"2006Q3";9.2
" ";" ";" ";"2006Q4";8.0M
" ";" ";" ";"2007Q1";N
" ";" ";" ";"2007Q2";4.4M
" ";" ";" ";"2007Q3";9.0
" ";" ";" ";"2007Q4";N
" ";" ";" ";"2008Q1";N
" ";" ";" ";"2008Q2";5.6M
" ";" ";" ";"2008Q3";8.6
" ";" ";" ";"2008Q4";N
" ";" ";" ";"2009Q1";N
" ";" ";" ";"2009Q2";4.2M
" ";" ";" ";"2009Q3";7.5
" ";" ";" ";"2009Q4";N
" ";" ";" ";"2010Q1";N
" ";" ";" ";"2010Q2";4.9M
" ";" ";" ";"2010Q3";8.5
" ";" ";" ";"2010Q4";N
" ";" ";" ";"2011Q1";N
" ";" ";" ";"2011Q2";4.8M
" ";" ";" ";"2011Q3";7.2
" ";" ";" ";"2011Q4";N
" ";" ";" ";"2012Q1";-
" ";" ";" ";"2012Q2";4.0M
" ";" ";" ";"2012Q3";7.8
" ";" ";" ";"2012Q4";N
" ";" ";" ";"2013Q1";-
" ";" ";" ";"2013Q2";4.6M
